user.id,category,type,tweeting_lang,bio_lang,type_1,type_2,type_3,type_4,category_1,category_2,category_3,category_4
1100813258691293184,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
931844581292900353,Other,Individual,es,so,Individual,Individual,,,['Other'],['Other'],,[]
1251040036398739458,Other,Individual,es,ca,Unclear,Individual,Individual,Institution,['Other'],['Other'],['Media: Other Media'],['Science: Life Sciences']
1233474094059966465,Outspoken Political Supporter,Individual,de,de,Individual,Individual,,Unclear,['Outspoken Political Supporter'],['Outspoken Political Supporter'],,['Public Services']
1242129627587522567,Government and Politics,Institution,es,es,Institution,Institution,,,['Government and Politics'],['Government and Politics'],,[]
115091645,Government and Politics,Institution,es,es,Institution,Institution,Institution,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
1483041949,Government and Politics,Institution,es,es,Institution,Institution,Institution,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
2427437665,Public Services,Individual,es,es,Individual,Individual,Unclear,Institution,['Government and Politics'],['Public Services'],['Public Services'],['Science: Life Sciences']
2402217649,,Unclear,es,es,Individual,Institution,,Unclear,['Non-Governmental Organization'],['Government and Politics'],,['Other']
470702884,Science,Individual,es,es,Individual,Individual,,Individual,['Science: Social Sciences'],['Science: Social Sciences'],,['Other']
357080470,,Individual,es,es,Individual,Individual,,Individual,['Media: Scientific News and Communication'],['Other'],,"['Government and Politics', 'Science: Engineering and Technology']"
2227302996,Other,Individual,de,en,Individual,Unclear,,Individual,"['Media: News', 'Media: Scientific News and Communication']",['Other'],,['Other']
1251444068887994368,Other,Individual,de,it,Individual,Institution,Individual,,['Other'],['Media: Other Media'],['Other'],[]
1218623151942316032,Other,Individual,de,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
131264148,Public Services,Individual,de,de,Institution,Individual,,Individual,"['Public Services', 'Science: Life Sciences']",['Public Services'],,['Public Services']
38717515,Media,Institution,de,de,Institution,Institution,Institution,,['Media: Other Media'],['Media: News'],['Media: Other Media'],[]
41116606,Media,Institution,es,es,Institution,Institution,,,['Media: Other Media'],"['Art', 'Media: Other Media']",,[]
377709747,Religion,Institution,ar,ar,Institution,Institution,,,['Religion'],['Religion'],,[]
524193350,Government and Politics,Institution,ar,ar,Institution,Institution,,,['Government and Politics'],['Government and Politics'],,[]
360748450,,Individual,ar,ar,Individual,Individual,,Individual,['Public Services'],['Business'],,['Media: Scientific News and Communication']
412833131,Other,Individual,ar,ar,Individual,Unclear,,Individual,['Religion'],['Other'],,['Other']
1082789275589099522,Other,Individual,es,es,Individual,Individual,,Institution,['Other'],"['Other', 'Science: Life Sciences']",,"['Art', 'Business']"
377335258,,Individual,ar,ar,Individual,Individual,,Individual,['Other'],['Outspoken Political Supporter'],,['Science: Engineering and Technology']
837063805641371648,Science,Individual,ar,en,Individual,Individual,Individual,,['Science: Engineering and Technology'],['Science: Social Sciences'],['Science: Engineering and Technology'],[]
129223572,,Individual,ar,ar,Individual,Individual,,Individual,['Art'],"['Business', 'Science: Engineering and Technology']",,['Media: Scientific News and Communication']
2215305158,Media,Individual,ar,ar,Individual,Individual,Individual,Individual,['Outspoken Political Supporter'],"['Media: Scientific News and Communication', 'Science: Other Science']",['Other'],['Media: Other Media']
397457492,Media,Individual,ar,en,Individual,Individual,Individual,,['Media: Scientific News and Communication'],['Media: News'],"['Media: News', 'Media: Other Media']",[]
1237899531372523521,Other,Individual,ar,ar,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
76285289,Media,Institution,de,fr,Unclear,Institution,Institution,Individual,['Other'],['Media: News'],['Media: Other Media'],['Media: Scientific News and Communication']
2177703500,Other,Individual,de,de,Individual,Individual,Individual,,['Other'],['Outspoken Political Supporter'],['Other'],[]
39727904,,Unclear,de,de,Institution,Unclear,,Individual,"['Art', 'Business']",['Other'],,['Media: Other Media']
49954508,,Individual,ar,ar,Individual,Individual,Individual,Individual,['Media: Other Media'],['Business'],['Government and Politics'],['Science: Engineering and Technology']
1218318761742061568,Other,Unclear,es,,Individual,Unclear,,Unclear,['Other'],['Other'],,['Other']
1207512899280887808,Other,Individual,es,en,Individual,Unclear,,Individual,['Other'],"['Art', 'Other']",,['Other']
1206197123269758976,Media,Individual,es,es,Individual,Individual,Individual,Individual,['Porn'],['Media: Other Media'],['Healthcare'],['Media: Scientific News and Communication']
2831352701,Government and Politics,Individual,de,de,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
1204455761662881793,Government and Politics,Individual,ar,ar,Individual,Individual,,,"['Other', 'Outspoken Political Supporter']",['Government and Politics'],['Government and Politics'],[]
2206646005,Other,Individual,ar,ar,Unclear,Institution,Individual,Individual,['Other'],['Religion'],['Other'],['Other']
4480857681,Other,Individual,ar,,Individual,Individual,Individual,Unclear,['Other'],['Media: Other Media'],['Other'],['Other']
1249084479139917824,Outspoken Political Supporter,Individual,es,es,Individual,Individual,Individual,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Other'],[]
526436687,Media,Individual,ar,ar,Individual,Individual,Individual,Individual,"['Media: News', 'Science: Social Sciences']",['Media: Other Media'],['Other'],['Science: Other Science']
1194849794671489025,Other,Individual,de,de,Individual,Institution,,Individual,['Other'],['Non-Governmental Organization'],,['Other']
1091027598396874752,Other,Individual,de,de,Individual,Individual,Unclear,Individual,['Other'],['Other'],['Other'],['Other']
1179120273213313030,Science,Institution,ar,ar,Individual,Institution,,Institution,['Outspoken Political Supporter'],"['Science: Life Sciences', 'Science: Social Sciences']",,['Non-Governmental Organization']
196372294,Media,Individual,ar,en,Individual,Individual,,Individual,['Media: News'],['Media: Other Media'],,['Science: Social Sciences']
1163165911702036480,Non-Governmental Organization,Institution,es,es,Institution,Institution,Institution,,"['Media: Other Media', 'Non-Governmental Organization']",['Non-Governmental Organization'],"['Business', 'Public Services']",[]
399456292,Media,Unclear,ar,ar,Institution,Unclear,,Individual,['Media: Other Media'],['Media: Other Media'],,['Media: News']
352226843,Other,Individual,es,es,Individual,Unclear,,Individual,['Other'],"['Other', 'Science: Life Sciences']",['Other'],['Other']
3405623728,,Institution,es,es,Institution,Institution,,Institution,['Other'],['Government and Politics'],,['Public Services']
4508810787,Public Services,Institution,es,es,Institution,Institution,Institution,,['Public Services'],['Public Services'],['Government and Politics'],[]
4377005313,,Institution,es,es,Institution,Individual,Institution,Institution,['Non-Governmental Organization'],['Media: Scientific News and Communication'],['Other'],['Public Services']
125570941,,Individual,de,de,Unclear,Individual,,Individual,['Media: Other Media'],['Other'],,['Art']
226502531,Media,Unclear,es,de,Institution,Individual,Institution,Individual,['Media: Scientific News and Communication'],['Other'],['Media: Other Media'],['Other']
1133498838663278592,Outspoken Political Supporter,Unclear,es,es,Unclear,Institution,,Individual,['Outspoken Political Supporter'],"['Other', 'Outspoken Political Supporter']",,['Media: Scientific News and Communication']
2370811735,Healthcare,Unclear,es,,Institution,Unclear,Unclear,,['Healthcare'],['Healthcare'],['Other'],[]
25111532,Business,Institution,de,de,Institution,Institution,Institution,,['Business'],['Business'],['Other'],[]
294749143,Non-Governmental Organization,Individual,ar,ar,Individual,Individual,Individual,Individual,['Outspoken Political Supporter'],"['Business', 'Public Services', 'Religion']",['Non-Governmental Organization'],['Non-Governmental Organization']
339563141,Media,Institution,ar,ar,Institution,Institution,Institution,,['Media: News'],['Media: News'],['Other'],[]
833154390,Media,Institution,ar,ar,Institution,Individual,Institution,,['Other'],['Media: Other Media'],"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']",[]
326516654,Other,Individual,es,es,Individual,Institution,Unclear,Individual,['Other'],['Other'],['Media: Other Media'],['Science: Engineering and Technology']
549916192,Public Services,Institution,ar,en,Institution,Institution,,Institution,['Government and Politics'],['Public Services'],,['Public Services']
4402400561,Public Services,Institution,ar,en,Institution,Institution,,,['Public Services'],['Public Services'],,[]
2529597686,Media,Institution,de,de,Unclear,Institution,Institution,,['Other'],['Media: News'],['Media: News'],[]
1001374075,Other,Institution,de,de,Institution,Institution,Individual,,['Other'],['Media: News'],['Other'],[]
1118108750689132544,Media,Institution,de,en,Institution,Institution,,Institution,['Media: Other Media'],['Media: Scientific News and Communication'],,['Media: News']
373449295,Other,Unclear,ar,ar,Institution,Unclear,Unclear,,"['Media: News', 'Science: Life Sciences']",['Other'],['Other'],[]
801646036712361985,Other,Individual,es,es,Individual,Individual,,,['Other'],['Other'],,[]
1543670748,Other,Individual,es,pt,Unclear,Individual,Institution,Individual,['Other'],['Other'],['Government and Politics'],['Media: Scientific News and Communication']
153459599,Media,Institution,es,ca,Institution,Institution,,,['Media: News'],['Media: News'],,[]
152438924,Non-Governmental Organization,Institution,ar,ar,Institution,Institution,Institution,Institution,['Public Services'],['Non-Governmental Organization'],['Other'],['Non-Governmental Organization']
408548113,Media,Institution,de,de,Institution,Institution,Institution,,['Media: News'],['Media: News'],['Media: News'],[]
965755740,Media,Individual,ar,ar,Individual,Institution,Individual,Individual,['Media: News'],"['Government and Politics', 'Media: Other Media', 'Non-Governmental Organization', 'Outspoken Political Supporter']",['Other'],['Media: News']
89793910,Government and Politics,Individual,ar,ar,Individual,Institution,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
39463907,Other,Individual,de,,Institution,Individual,Unclear,Individual,['Media: Other Media'],['Other'],['Other'],['Media: Other Media']
1047928350482857984,Outspoken Political Supporter,Individual,ar,ar,Individual,Individual,Individual,,['Other'],['Outspoken Political Supporter'],"['Government and Politics', 'Outspoken Political Supporter']",[]
1206142703005847553,Business,Institution,ar,ar,Institution,Institution,Institution,,['Other'],['Business'],['Business'],[]
278245217,Other,Individual,ar,ar,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
5060,Other,Individual,es,es,Individual,Individual,Unclear,Individual,['Other'],['Science: Engineering and Technology'],['Other'],['Media: Scientific News and Communication']
225034030,Media,Institution,de,de,Institution,Individual,Institution,Institution,['Media: News'],['Science: Life Sciences'],['Media: Other Media'],"['Media: News', 'Media: Other Media']"
1222282853972619275,Other,Individual,es,en,Individual,Individual,Individual,,['Other'],['Other'],"['Media: Scientific News and Communication', 'Science: Other Science']",[]
2216446235,Other,Individual,de,de,Unclear,Individual,Institution,Individual,['Other'],['Other'],['Other'],['Media: Other Media']
1218097723020320768,Business,Individual,es,es,Individual,Individual,Individual,,['Business'],['Porn'],['Business'],[]
2361443348,Other,Individual,es,es,Unclear,Individual,,Individual,['Other'],['Other'],,['Science: Engineering and Technology']
1122996747553398784,Other,Unclear,es,es,Institution,Individual,Institution,Individual,['Non-Governmental Organization'],['Media: Scientific News and Communication'],['Other'],['Other']
86476310,Outspoken Political Supporter,Individual,es,es,Individual,Individual,,,"['Government and Politics', 'Outspoken Political Supporter']",['Outspoken Political Supporter'],,[]
791502977488027648,Media,Unclear,ar,ar,Unclear,Individual,Unclear,,['Media: Other Media'],['Other'],['Media: Other Media'],[]
238722873,Science,Individual,ar,ar,Individual,Individual,,Individual,['Other'],['Science: Engineering and Technology'],,"['Art', 'Science: Engineering and Technology']"
4201110910,,Individual,de,de,Individual,Unclear,,Individual,['Other'],['Science: Other Science'],,['Healthcare']
1101718869289381889,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Other'],['Science: Life Sciences'],[]
41878277,Non-Governmental Organization,Institution,es,es,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],['Non-Governmental Organization'],[]
1148790665624674304,Media,Individual,es,,Individual,Individual,Individual,,['Other'],['Other'],"['Media: News', 'Media: Other Media']",[]
2603727053,Public Services,Institution,es,en,Institution,Institution,Institution,,['Public Services'],"['Government and Politics', 'Non-Governmental Organization']",['Public Services'],[]
322407621,,Individual,ar,ar,Individual,Individual,,Individual,['Other'],['Science: Social Sciences'],,['Media: Scientific News and Communication']
1211537060,Science,Individual,de,en,Individual,Individual,Individual,,['Public Services'],['Science: Other Science'],['Science: Other Science'],[]
3234923479,Healthcare,Institution,ar,ar,Institution,Institution,,,['Healthcare'],['Healthcare'],,[]
424062363,Government and Politics,Institution,de,de,Institution,Institution,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
1206945699293736960,Healthcare,Institution,es,es,Institution,Institution,Institution,,['Healthcare'],"['Business', 'Healthcare', 'Science: Other Science']",['Healthcare'],[]
950882597881737216,Outspoken Political Supporter,Individual,de,de,Individual,Individual,Individual,Individual,['Other'],['Government and Politics'],['Outspoken Political Supporter'],['Outspoken Political Supporter']
1042628457698652160,Media,Unclear,de,es,Unclear,Unclear,Institution,,['Other'],['Other'],"['Media: Other Media', 'Media: Scientific News and Communication', 'Science: Other Science']",[]
1247969457273798657,,Institution,de,de,Institution,Institution,,Institution,['Government and Politics'],['Non-Governmental Organization'],,['Science: Social Sciences']
1144566495516725248,Healthcare,Individual,es,es,Individual,Individual,Individual,,['Healthcare'],['Healthcare'],['Healthcare'],[]
1507207428,Healthcare,Institution,es,es,Institution,Institution,,,"['Healthcare', 'Science: Life Sciences']","['Healthcare', 'Science: Life Sciences']",,[]
3003085088,Media,Institution,ar,ar,Institution,Institution,Institution,,['Media: News'],['Media: News'],['Media: Scientific News and Communication'],[]
1127238298437586944,Other,Individual,es,es,Individual,Individual,Individual,Individual,['Science: Social Sciences'],['Outspoken Political Supporter'],['Other'],['Other']
2347065331,Other,Individual,de,en,Individual,Individual,,Individual,['Other'],['Other'],,['Science: Other Science']
958719672,Media,Individual,es,,Individual,Institution,,Individual,['Other'],"['Media: Other Media', 'Media: Scientific News and Communication', 'Non-Governmental Organization', 'Science: Other Science']",,['Science: Social Sciences']
1041713777954054144,Other,Individual,es,,Individual,Individual,,Unclear,['Other'],['Other'],,['Media: Scientific News and Communication']
123745861,Other,Unclear,es,es,Individual,Unclear,,,['Other'],['Other'],,[]
261793451,Other,Individual,es,es,Individual,Individual,,Individual,['Other'],['Other'],,['Science: Engineering and Technology']
1038494758988132358,Other,Individual,de,de,Individual,Individual,Individual,Individual,['Outspoken Political Supporter'],['Other'],['Other'],['Media: Scientific News and Communication']
2377776799,Other,Individual,ar,ar,Individual,Unclear,Individual,Individual,['Other'],['Other'],['Religion'],['Media: Other Media']
1106811016002916353,Media,Individual,de,de,Individual,Individual,Individual,,['Media: Other Media'],['Media: Other Media'],['Media: Other Media'],[]
839495503352119296,Other,Individual,de,,Individual,Unclear,Individual,Individual,['Other'],['Other'],['Other'],['Media: Scientific News and Communication']
250253685,Other,Individual,es,es,Unclear,Individual,,Individual,['Other'],['Other'],,['Media: Other Media']
1258602020510085121,Other,Unclear,es,es,Unclear,Institution,,Individual,['Other'],['Other'],,['Science: Engineering and Technology']
947366163515891712,Media,Individual,de,de,Unclear,Institution,Individual,Individual,['Other'],['Other'],['Media: Other Media'],['Media: Scientific News and Communication']
1121127052004950016,,Institution,es,es,Institution,Institution,Institution,Unclear,['Outspoken Political Supporter'],['Non-Governmental Organization'],['Science: Other Science'],['Other']
1153567653035835392,Other,Unclear,de,,Unclear,Individual,Unclear,,['Other'],['Other'],['Other'],[]
787119942,Other,Individual,de,de,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
2348704343,Media,Institution,de,de,Institution,Institution,,Institution,['Media: News'],['Other'],['Media: Other Media'],['Media: News']
128039798,Art,Individual,es,es,Individual,Individual,,,['Art'],['Art'],,[]
777691486175526912,Other,Individual,es,en,Individual,Individual,Individual,,['Other'],['Art'],['Other'],[]
4860805845,Non-Governmental Organization,Institution,es,es,Institution,Institution,,Institution,['Non-Governmental Organization'],['Public Services'],,['Non-Governmental Organization']
1212914267134889985,Science,Individual,es,es,Institution,Individual,,Individual,"['Healthcare', 'Science: Life Sciences']",['Other'],,['Science: Other Science']
1125188483260256257,Other,Individual,es,es,Individual,Individual,,Individual,['Other'],['Other'],,['Science: Social Sciences']
3152507089,Government and Politics,Institution,ar,ar,Institution,Institution,Institution,,"['Government and Politics', 'Public Services']","['Government and Politics', 'Media: Other Media', 'Public Services']",['Government and Politics'],[]
84132020,,Individual,es,es,Individual,Individual,,Unclear,"['Business', 'Public Services']",['Other'],,['Media: Scientific News and Communication']
804174258,Media,Institution,es,es,Institution,Institution,,,['Media: News'],['Media: News'],,[]
377885672,Science,Individual,ar,ar,Individual,Individual,Individual,Individual,['Art'],"['Art', 'Media: Other Media', 'Science: Social Sciences']",['Science: Social Sciences'],['Science: Engineering and Technology']
394707735,Non-Governmental Organization,Institution,es,es,Institution,Individual,Institution,Institution,['Non-Governmental Organization'],['Other'],['Business'],['Non-Governmental Organization']
179735612,Government and Politics,Individual,es,es,Individual,Individual,Individual,,['Government and Politics'],['Outspoken Political Supporter'],['Government and Politics'],[]
56324217,Government and Politics,Individual,ar,en,Individual,Individual,,,['Government and Politics'],['Government and Politics'],,[]
2332079298,Other,Individual,es,en,Individual,Individual,,,['Other'],['Other'],['Other'],[]
4350022948,Other,Individual,de,en,Individual,Individual,,,['Other'],['Other'],,[]
2409498613,Non-Governmental Organization,Institution,es,es,Institution,Institution,,Institution,['Media: News'],['Non-Governmental Organization'],,['Non-Governmental Organization']
964605337,,Institution,es,es,Institution,Institution,Individual,Institution,['Other'],['Non-Governmental Organization'],['Media: Scientific News and Communication'],['Government and Politics']
1213187819201388544,Other,Individual,ar,ar,Individual,Unclear,Individual,,['Other'],['Other'],['Other'],[]
712627204459520000,Other,Individual,de,,Unclear,Individual,,Individual,['Other'],['Other'],,['Media: Scientific News and Communication']
763344365150437376,,Institution,ar,ar,Institution,Institution,,Institution,"['Art', 'Other']",['Media: Other Media'],,['Science: Other Science']
35709180,Science,Individual,es,en,Individual,Individual,Individual,Individual,['Science: Other Science'],['Other'],"['Business', 'Public Services']",['Science: Other Science']
574707421,Other,Individual,de,de,Individual,Individual,,Individual,['Business'],['Other'],,['Other']
34915397,Media,Institution,de,de,Institution,Institution,Institution,,"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']","['Media: News', 'Media: Other Media']",['Media: News'],[]
988498178650574848,Media,Institution,de,de,Institution,Institution,Institution,Institution,"['Media: News', 'Media: Scientific News and Communication']",['Religion'],['Other'],['Religion']
205733957,Media,Individual,es,es,Individual,Individual,Individual,,['Media: Other Media'],['Media: Other Media'],['Media: News'],[]
217947009,Other,Individual,ar,en,Individual,Unclear,,Individual,['Other'],['Other'],,['Media: Other Media']
1059648820106194945,,Individual,es,en,Individual,Individual,,Individual,"['Art', 'Business']",['Media: Other Media'],,['Other']
933718427528810497,Other,Individual,de,de,Individual,Individual,Individual,,['Other'],['Science: Social Sciences'],['Other'],[]
757084148259586049,Business,Individual,de,en,Individual,Individual,,,['Business'],['Business'],,[]
717955884,Media,Individual,de,de,Individual,Individual,Individual,,['Media: News'],['Media: News'],['Media: News'],[]
18343660,Science,Individual,es,es,Individual,Individual,Individual,,['Science: Life Sciences'],['Science: Life Sciences'],['Healthcare'],[]
1104544908990431233,Other,Individual,de,de,Individual,Individual,Individual,Individual,['Other'],['Other'],['Public Services'],['Media: Scientific News and Communication']
941295931227598848,Other,Unclear,de,en,Unclear,Individual,Unclear,,['Other'],['Media: Other Media'],['Other'],[]
1195667015702392833,Other,Individual,es,es,Individual,Individual,,Individual,['Other'],['Other'],,['Media: Other Media']
914187424124817408,Non-Governmental Organization,Institution,ar,ar,Institution,Institution,,,['Non-Governmental Organization'],['Non-Governmental Organization'],,[]
385282961,Media,Institution,ar,ar,Institution,Institution,,,['Media: News'],['Media: News'],,[]
854181246,Media,Institution,ar,ar,Institution,Institution,,,"['Government and Politics', 'Media: News']",['Media: News'],,[]
1239425071468421122,Government and Politics,Institution,ar,ar,Institution,Institution,Institution,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
2394811991,,Individual,ar,ar,Individual,Individual,,Individual,['Religion'],['Outspoken Political Supporter'],,['Other']
67380850,Media,Individual,es,es,Individual,Institution,Individual,,['Media: Other Media'],"['Media: News', 'Other']",['Other'],[]
621224654,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
132686355,Outspoken Political Supporter,Individual,ar,ar,Individual,Individual,,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],,[]
157665464,Public Services,Individual,es,pt,Individual,Individual,Individual,,['Public Services'],"['Other', 'Public Services']",['Art'],[]
1196124416972873731,Business,Individual,es,es,Individual,Individual,Individual,,['Other'],['Business'],['Business'],[]
1093981660620689408,Outspoken Political Supporter,Individual,de,de,Individual,Individual,Individual,,['Outspoken Political Supporter'],"['Media: Other Media', 'Outspoken Political Supporter']",['Outspoken Political Supporter'],[]
1189591813763534850,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Outspoken Political Supporter'],['Other'],[]
2750829971,,Individual,es,pt,Individual,Individual,,Individual,['Other'],['Healthcare'],,['Science: Engineering and Technology']
519114696,Media,Individual,es,en,Individual,Institution,,Individual,['Other'],"['Media: Other Media', 'Media: Scientific News and Communication', 'Public Services']",,['Media: Scientific News and Communication']
18983473,Public Services,Institution,de,de,Institution,Institution,Institution,,['Non-Governmental Organization'],"['Non-Governmental Organization', 'Public Services']",['Public Services'],[]
3059118880,Other,Individual,de,en,Individual,Individual,Individual,,['Other'],['Other'],['Media: Other Media'],[]
936798657969639425,Science,Institution,es,es,Institution,Institution,Institution,Institution,['Science: Engineering and Technology'],['Non-Governmental Organization'],"['Media: Other Media', 'Other']",['Science: Social Sciences']
2401702404,Media,Institution,es,es,Institution,Institution,,Institution,['Media: News'],['Media: Other Media'],,['Media: Other Media']
196812604,Public Services,Institution,es,es,Institution,Institution,,,['Public Services'],"['Media: News', 'Public Services']",,[]
1191479712738107392,Science,Individual,es,es,Individual,Individual,Individual,,['Science: Social Sciences'],['Other'],['Science: Social Sciences'],[]
39335597,Non-Governmental Organization,Institution,de,de,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],['Media: Other Media'],[]
3045145467,Non-Governmental Organization,Institution,es,es,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],"['Government and Politics', 'Science: Social Sciences']",[]
583869504,Science,Institution,de,de,Institution,Institution,Institution,Institution,['Government and Politics'],"['Science: Life Sciences', 'Science: Social Sciences']",['Science: Engineering and Technology'],['Science: Other Science']
264120630,Media,Individual,es,es,Individual,Individual,Individual,Individual,['Media: News'],['Healthcare'],['Media: Other Media'],['Media: Scientific News and Communication']
778957678039138304,Outspoken Political Supporter,Individual,de,de,Individual,Institution,Individual,Individual,['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Science: Other Science']
1156681344,Other,Individual,ar,ar,Individual,Individual,Individual,,['Other'],['Other'],"['Media: Scientific News and Communication', 'Science: Other Science']",[]
373931682,,Institution,es,es,Institution,Institution,,Individual,['Government and Politics'],['Other'],,['Science: Engineering and Technology']
485698303,Media,Individual,de,de,Individual,Individual,Individual,,['Media: News'],['Media: Other Media'],['Media: Other Media'],[]
3326903411,Media,Individual,de,en,Individual,Individual,Individual,Individual,['Media: Other Media'],"['Business', 'Science: Engineering and Technology']","['Media: Scientific News and Communication', 'Porn', 'Religion']",['Media: Scientific News and Communication']
19762091,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Other'],['Media: Scientific News and Communication'],[]
587593106,Other,Individual,es,es,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
972798970836717568,Media,Institution,ar,ar,Institution,Institution,Institution,,['Media: News'],['Media: Scientific News and Communication'],['Media: News'],[]
3313591114,Other,Unclear,es,es,Unclear,Unclear,,,['Other'],['Other'],,[]
149281495,Government and Politics,Individual,es,es,Individual,Individual,Individual,,"['Art', 'Government and Politics']",['Government and Politics'],['Other'],[]
1089471953021399041,Other,Unclear,de,de,Unclear,Institution,Unclear,,['Non-Governmental Organization'],['Other'],['Other'],[]
363972951,Healthcare,Unclear,es,es,Unclear,Unclear,,,['Healthcare'],['Healthcare'],,[]
843973017013313536,Other,Individual,es,de,Individual,Individual,Individual,,['Other'],['Other'],['Outspoken Political Supporter'],[]
95257207,Media,Individual,es,it,Individual,Individual,Individual,Individual,['Media: News'],['Other'],['Media: Other Media'],['Science: Social Sciences']
1016500576278929408,,Unclear,es,es,Unclear,Institution,,Individual,['Porn'],['Other'],,['Media: Scientific News and Communication']
987366769,Other,Individual,es,,Individual,Individual,Individual,,['Other'],['Other'],['Religion'],[]
892148253109649408,Science,Individual,es,es,Individual,Individual,,,['Science: Other Science'],['Science: Other Science'],,[]
1245784096959352832,Business,Institution,es,es,Institution,Institution,Individual,,['Business'],['Business'],['Other'],[]
770248848,Media,Individual,de,no,Individual,Individual,Individual,,['Media: News'],['Media: News'],['Media: Other Media'],[]
1255434087126437889,Outspoken Political Supporter,Individual,de,de,Individual,Individual,Individual,,"['Other', 'Outspoken Political Supporter']",['Outspoken Political Supporter'],['Other'],[]
1108440690776772610,Other,Unclear,es,en,Unclear,Individual,Unclear,,['Other'],['Outspoken Political Supporter'],['Other'],[]
42340168,Media,Individual,es,lt,Individual,Individual,Individual,Individual,['Media: News'],['Science: Life Sciences'],['Other'],['Media: Other Media']
288696645,Government and Politics,Individual,de,sv,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
385113760,Other,Individual,es,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
821197189762469888,Other,Unclear,es,,Unclear,Unclear,,,['Other'],['Other'],,[]
927812395745112064,,Institution,de,de,Institution,Institution,,Individual,['Science: Social Sciences'],['Non-Governmental Organization'],,['Media: Scientific News and Communication']
970683309566001153,Other,Unclear,de,,Unclear,Unclear,Unclear,,['Other'],['Other'],['Other'],[]
1519316882,,Individual,es,es,Institution,Individual,,Individual,['Public Services'],['Other'],,['Science: Engineering and Technology']
490110822,Media,Individual,de,de,Unclear,Individual,,Individual,['Other'],['Media: Other Media'],,['Media: Scientific News and Communication']
865821732770373633,Media,Individual,es,es,Individual,Individual,,Individual,"['Media: News', 'Media: Other Media']",['Other'],,['Art']
3403259115,Outspoken Political Supporter,Individual,ar,ar,Individual,Individual,Individual,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],"['Government and Politics', 'Other', 'Science: Social Sciences']",[]
1002927898091810817,Science,Individual,de,en,Individual,Individual,Institution,Individual,['Other'],['Science: Other Science'],['Science: Engineering and Technology'],['Religion']
254670804,Media,Individual,es,es,Individual,Individual,,,['Media: News'],['Media: News'],,[]
775360734553313280,Other,Individual,de,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
140043095,,Individual,es,es,Individual,Individual,,Individual,['Art'],['Other'],,['Media: Other Media']
476061724,Other,Individual,es,en,Individual,Individual,Unclear,,['Outspoken Political Supporter'],['Other'],['Other'],[]
888695305876713472,Other,Individual,de,,Individual,Institution,Individual,,['Outspoken Political Supporter'],['Other'],['Other'],[]
407083639,Government and Politics,Individual,de,de,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Other'],[]
385312798,,Individual,de,de,Individual,Individual,,Individual,['Other'],['Public Services'],,['Media: Scientific News and Communication']
168482405,Other,Individual,de,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
208523486,Science,Individual,de,de,Individual,Individual,Individual,,"['Other', 'Science: Other Science']","['Non-Governmental Organization', 'Science: Other Science']",['Outspoken Political Supporter'],[]
236689476,Other,Individual,es,es,Individual,Individual,Individual,,['Media: Other Media'],['Other'],"['Media: News', 'Other']",[]
407211453,Other,Institution,de,de,Institution,Institution,Individual,,['Other'],['Healthcare'],['Other'],[]
861988220367761408,,Individual,de,en,Individual,Individual,,Individual,"['Art', 'Sport']",['Other'],,['Science: Engineering and Technology']
2318711453,Science,Individual,de,en,Individual,Individual,Individual,,['Science: Social Sciences'],['Science: Social Sciences'],['Government and Politics'],[]
